index,ood_subset,current_branch,absent_assets,routed_skill,original_demo_ids,grounded_tier,grounded_demo_ids,grounded_top_similarity,graded_tier,graded_demo_ids,train_similarity_bar
281,bowl_missing,some_absent,"[""bowl""]",serve_bread_after_checking_cabinet,"[2767,3266,143,2943,245]",grounded,"[2767,3266,143,2943,245]",0.6213803291320801,abstract,[],0.9034629464149475
282,bowl_missing,some_absent,"[""bowl""]",ensure_all_fruits_on_table,"[1428,2075,56,383,1401]",grounded,"[1428,2075,56,383,1401]",0.5903847217559814,abstract,[],0.9034629464149475
283,plate_missing,some_absent,"[""plate""]",sequential_pick_two_and_place,"[583,2873,766,460,5685]",grounded,"[583,2873,766,460,5685]",0.5971207618713379,abstract,[],0.9034629464149475
284,both_missing,some_absent,"[""bowl"",""plate""]",ensure_all_fruits_on_table,"[1428,2075,56,383,1401]",grounded,"[1428,2075,56,383,1401]",0.5903847217559814,abstract,[],0.9034629464149475
285,bowl_missing,some_absent,"[""bowl""]",ensure_all_fruits_on_table,"[1428,2075,56,383,1401]",grounded,"[1428,2075,56,383,1401]",0.5903847217559814,abstract,[],0.9034629464149475
286,both_missing,some_absent,"[""bowl"",""plate""]",sequential_pick_two_and_place,"[583,2873,766,460,5685]",grounded,"[583,2873,766,460,5685]",0.5971207618713379,abstract,[],0.9034629464149475
287,plate_missing,some_absent,"[""plate""]",ensure_all_fruits_on_table,"[1428,2075,56,383,1401]",grounded,"[1428,2075,56,383,1401]",0.5903847217559814,abstract,[],0.9034629464149475
288,plate_missing,some_absent,"[""plate""]",ensure_all_fruits_on_table,"[38,416,548,2909,161]",grounded,"[38,416,548,2909,161]",0.6202490329742432,abstract,[],0.9034629464149475
289,plate_missing,some_absent,"[""plate""]",dog_check_environment,"[1856,95,1959,659,1099]",abstract,[],,abstract,[],0.9034629464149475
290,both_missing,some_absent,"[""bowl"",""plate""]",single_move_asset_to_target,"[3458,228,2781,1880,4735]",grounded,"[3458,228,2781,1880,4735]",0.7524831295013428,abstract,[],0.9034629464149475
291,plate_missing,some_absent,"[""plate""]",single_move_asset_to_target,"[3458,2781,228,225,6705]",grounded,"[3458,2781,228,225,6705]",0.7081499099731445,abstract,[],0.9034629464149475
292,both_missing,some_absent,"[""bowl"",""plate""]",single_move_asset_to_target,"[3458,2781,228,225,6705]",grounded,"[3458,2781,228,225,6705]",0.7081499099731445,abstract,[],0.9034629464149475
293,bowl_missing,some_absent,"[""bowl""]",ensure_all_fruits_on_table,"[73,2780,57,1222,1428]",grounded,"[73,2780,57,1222,1428]",0.5554057359695435,abstract,[],0.9034629464149475
294,plate_missing,some_absent,"[""plate""]",serve_bread_after_checking_cabinet,"[2767,3266,143,2943,245]",grounded,"[2767,3266,143,2943,245]",0.6213803291320801,abstract,[],0.9034629464149475
295,plate_missing,some_absent,"[""plate""]",ensure_all_fruits_on_table,"[38,416,548,2909,161]",grounded,"[38,416,548,2909,161]",0.6202490329742432,abstract,[],0.9034629464149475
296,plate_missing,some_absent,"[""plate""]",single_move_asset_to_target,"[3458,2781,228,225,6705]",grounded,"[3458,2781,228,225,6705]",0.7081499099731445,abstract,[],0.9034629464149475
297,bowl_missing,some_absent,"[""bowl""]",dog_check_environment,"[1856,95,1959,659,1099]",abstract,[],,abstract,[],0.9034629464149475
298,plate_missing,some_absent,"[""plate""]",dog_check_environment,"[1856,95,1959,659,1099]",abstract,[],,abstract,[],0.9034629464149475
299,plate_missing,some_absent,"[""plate""]",single_move_asset_to_target,"[3458,2781,228,225,6705]",grounded,"[3458,2781,228,225,6705]",0.7081499099731445,abstract,[],0.9034629464149475
300,bowl_missing,some_absent,"[""bowl""]",ensure_all_fruits_on_table,"[73,2780,57,1222,1428]",grounded,"[73,2780,57,1222,1428]",0.5554057359695435,abstract,[],0.9034629464149475
301,plate_missing,some_absent,"[""plate""]",ensure_all_fruits_on_table,"[73,2780,57,1222,1428]",grounded,"[73,2780,57,1222,1428]",0.5554057359695435,abstract,[],0.9034629464149475
302,both_missing,some_absent,"[""bowl"",""plate""]",single_move_asset_to_target,"[1571,3755,3365,1228,4735]",grounded,"[1571,3755,3365,1228,4735]",0.6041235327720642,abstract,[],0.9034629464149475
303,both_missing,some_absent,"[""bowl"",""plate""]",ensure_all_fruits_on_table,"[1428,2075,56,383,1401]",grounded,"[1428,2075,56,383,1401]",0.5903847217559814,abstract,[],0.9034629464149475
304,both_missing,some_absent,"[""bowl"",""plate""]",single_move_asset_to_target,"[3458,2781,228,225,6705]",grounded,"[3458,2781,228,225,6705]",0.7081499099731445,abstract,[],0.9034629464149475
305,both_missing,some_absent,"[""bowl"",""plate""]",ensure_all_fruits_on_table,"[73,2780,57,1222,1428]",grounded,"[73,2780,57,1222,1428]",0.5554057359695435,abstract,[],0.9034629464149475
306,plate_missing,some_absent,"[""plate""]",dog_check_environment,"[1856,95,1959,659,1099]",abstract,[],,abstract,[],0.9034629464149475
307,bowl_missing,some_absent,"[""bowl""]",dog_check_environment,"[1856,95,1959,659,1099]",abstract,[],,abstract,[],0.9034629464149475
308,bowl_missing,some_absent,"[""bowl""]",single_move_asset_to_target,"[3458,228,2781,1880,4735]",grounded,"[3458,228,2781,1880,4735]",0.7524831295013428,abstract,[],0.9034629464149475
309,plate_missing,some_absent,"[""plate""]",single_move_asset_to_target,"[3458,2781,228,225,6705]",grounded,"[3458,2781,228,225,6705]",0.7081499099731445,abstract,[],0.9034629464149475
310,plate_missing,some_absent,"[""plate""]",dog_check_environment,"[1856,95,1959,659,1099]",abstract,[],,abstract,[],0.9034629464149475
311,bowl_missing,some_absent,"[""bowl""]",ensure_all_fruits_on_table,"[1401,2069,129,316,1428]",grounded,"[1401,2069,129,316,1428]",0.550321638584137,abstract,[],0.9034629464149475
312,both_missing,some_absent,"[""bowl"",""plate""]",dog_check_environment,"[1856,95,1959,659,1099]",abstract,[],,abstract,[],0.9034629464149475
313,plate_missing,some_absent,"[""plate""]",single_move_asset_to_target,"[1571,3755,3365,1228,4735]",grounded,"[1571,3755,3365,1228,4735]",0.6041235327720642,abstract,[],0.9034629464149475
314,bowl_missing,some_absent,"[""bowl""]",sequential_pick_two_and_place,"[583,2873,766,460,5685]",grounded,"[583,2873,766,460,5685]",0.5971207618713379,abstract,[],0.9034629464149475
315,bowl_missing,some_absent,"[""bowl""]",ensure_all_fruits_on_table,"[1401,2069,129,316,1428]",grounded,"[1401,2069,129,316,1428]",0.550321638584137,abstract,[],0.9034629464149475
316,plate_missing,some_absent,"[""plate""]",ensure_all_fruits_on_table,"[1428,2075,56,383,1401]",grounded,"[1428,2075,56,383,1401]",0.5903847217559814,abstract,[],0.9034629464149475
317,bowl_missing,some_absent,"[""bowl""]",serve_bread_after_checking_cabinet,"[2767,3266,143,2943,245]",grounded,"[2767,3266,143,2943,245]",0.6213803291320801,abstract,[],0.9034629464149475
318,plate_missing,some_absent,"[""plate""]",ensure_all_fruits_on_table,"[38,416,548,2909,161]",grounded,"[38,416,548,2909,161]",0.6202490329742432,abstract,[],0.9034629464149475
319,bowl_missing,some_absent,"[""bowl""]",sequential_pick_two_and_place,"[583,2873,766,460,5685]",grounded,"[583,2873,766,460,5685]",0.5971207618713379,abstract,[],0.9034629464149475
320,both_missing,some_absent,"[""bowl"",""plate""]",single_move_asset_to_target,"[3458,228,2781,1880,4735]",grounded,"[3458,228,2781,1880,4735]",0.7524831295013428,abstract,[],0.9034629464149475
321,bowl_missing,some_absent,"[""bowl""]",single_move_asset_to_target,"[3458,2781,228,225,6705]",grounded,"[3458,2781,228,225,6705]",0.7081499099731445,abstract,[],0.9034629464149475
322,plate_missing,some_absent,"[""plate""]",ensure_all_fruits_on_table,"[38,416,548,2909,161]",grounded,"[38,416,548,2909,161]",0.6202490329742432,abstract,[],0.9034629464149475
323,both_missing,some_absent,"[""bowl"",""plate""]",single_move_asset_to_target,"[3458,228,2781,1880,4735]",grounded,"[3458,228,2781,1880,4735]",0.7524831295013428,abstract,[],0.9034629464149475
324,bowl_missing,some_absent,"[""bowl""]",ensure_all_fruits_on_table,"[38,416,548,2909,161]",grounded,"[38,416,548,2909,161]",0.6202490329742432,abstract,[],0.9034629464149475
325,both_missing,some_absent,"[""bowl"",""plate""]",ensure_all_fruits_on_table,"[73,2780,57,1222,1428]",grounded,"[73,2780,57,1222,1428]",0.5554057359695435,abstract,[],0.9034629464149475
326,bowl_missing,some_absent,"[""bowl""]",ensure_all_fruits_on_table,"[73,2780,57,1222,1428]",grounded,"[73,2780,57,1222,1428]",0.5554057359695435,abstract,[],0.9034629464149475
327,both_missing,some_absent,"[""bowl"",""plate""]",serve_bread_after_checking_cabinet,"[2767,3266,143,2943,245]",grounded,"[2767,3266,143,2943,245]",0.6213803291320801,abstract,[],0.9034629464149475
328,bowl_missing,some_absent,"[""bowl""]",ensure_all_fruits_on_table,"[1401,2069,129,316,1428]",grounded,"[1401,2069,129,316,1428]",0.550321638584137,abstract,[],0.9034629464149475
329,bowl_missing,some_absent,"[""bowl""]",sequential_pick_two_and_place,"[583,2873,766,460,5685]",grounded,"[583,2873,766,460,5685]",0.5971207618713379,abstract,[],0.9034629464149475
330,plate_missing,some_absent,"[""plate""]",sequential_pick_two_and_place,"[583,2873,766,460,5685]",grounded,"[583,2873,766,460,5685]",0.5971207618713379,abstract,[],0.9034629464149475
331,plate_missing,some_absent,"[""plate""]",serve_bread_after_checking_cabinet,"[2767,3266,143,2943,245]",grounded,"[2767,3266,143,2943,245]",0.6213803291320801,abstract,[],0.9034629464149475
332,bowl_missing,some_absent,"[""bowl""]",ensure_all_fruits_on_table,"[1401,2069,129,316,1428]",grounded,"[1401,2069,129,316,1428]",0.550321638584137,abstract,[],0.9034629464149475
333,plate_missing,some_absent,"[""plate""]",ensure_all_fruits_on_table,"[1401,2069,129,316,1428]",grounded,"[1401,2069,129,316,1428]",0.550321638584137,abstract,[],0.9034629464149475
334,bowl_missing,some_absent,"[""bowl""]",sequential_pick_two_and_place,"[583,2873,766,460,5685]",grounded,"[583,2873,766,460,5685]",0.5971207618713379,abstract,[],0.9034629464149475
335,plate_missing,some_absent,"[""plate""]",ensure_all_fruits_on_table,"[38,416,548,2909,161]",grounded,"[38,416,548,2909,161]",0.6202490329742432,abstract,[],0.9034629464149475
336,plate_missing,some_absent,"[""plate""]",ensure_all_fruits_on_table,"[1428,2075,56,383,1401]",grounded,"[1428,2075,56,383,1401]",0.5903847217559814,abstract,[],0.9034629464149475
337,bowl_missing,some_absent,"[""bowl""]",single_move_asset_to_target,"[3458,228,2781,1880,4735]",grounded,"[3458,228,2781,1880,4735]",0.7524831295013428,abstract,[],0.9034629464149475
338,bowl_missing,some_absent,"[""bowl""]",sequential_pick_two_and_place,"[583,2873,766,460,5685]",grounded,"[583,2873,766,460,5685]",0.5971207618713379,abstract,[],0.9034629464149475
339,bowl_missing,some_absent,"[""bowl""]",ensure_all_fruits_on_table,"[1428,2075,56,383,1401]",grounded,"[1428,2075,56,383,1401]",0.5903847217559814,abstract,[],0.9034629464149475
340,both_missing,some_absent,"[""bowl"",""plate""]",single_move_asset_to_target,"[3458,2781,228,225,6705]",grounded,"[3458,2781,228,225,6705]",0.7081499099731445,abstract,[],0.9034629464149475
341,plate_missing,some_absent,"[""plate""]",single_move_asset_to_target,"[3458,228,2781,1880,4735]",grounded,"[3458,228,2781,1880,4735]",0.7524831295013428,abstract,[],0.9034629464149475
342,bowl_missing,some_absent,"[""bowl""]",single_move_asset_to_target,"[3458,228,2781,1880,4735]",grounded,"[3458,228,2781,1880,4735]",0.7524831295013428,abstract,[],0.9034629464149475
343,bowl_missing,some_absent,"[""bowl""]",single_move_asset_to_target,"[1571,3755,3365,1228,4735]",grounded,"[1571,3755,3365,1228,4735]",0.6041235327720642,abstract,[],0.9034629464149475
344,plate_missing,some_absent,"[""plate""]",sequential_pick_two_and_place,"[583,2873,766,460,5685]",grounded,"[583,2873,766,460,5685]",0.5971207618713379,abstract,[],0.9034629464149475
345,bowl_missing,some_absent,"[""bowl""]",single_move_asset_to_target,"[3458,2781,228,225,6705]",grounded,"[3458,2781,228,225,6705]",0.7081499099731445,abstract,[],0.9034629464149475
346,plate_missing,some_absent,"[""plate""]",ensure_all_fruits_on_table,"[73,2780,57,1222,1428]",grounded,"[73,2780,57,1222,1428]",0.5554057359695435,abstract,[],0.9034629464149475
347,both_missing,some_absent,"[""bowl"",""plate""]",single_move_asset_to_target,"[3458,2781,228,225,6705]",grounded,"[3458,2781,228,225,6705]",0.7081499099731445,abstract,[],0.9034629464149475
348,plate_missing,some_absent,"[""plate""]",ensure_all_fruits_on_table,"[38,416,548,2909,161]",grounded,"[38,416,548,2909,161]",0.6202490329742432,abstract,[],0.9034629464149475
349,plate_missing,some_absent,"[""plate""]",ensure_all_fruits_on_table,"[1428,2075,56,383,1401]",grounded,"[1428,2075,56,383,1401]",0.5903847217559814,abstract,[],0.9034629464149475
350,bowl_missing,some_absent,"[""bowl""]",ensure_all_fruits_on_table,"[1401,2069,129,316,1428]",grounded,"[1401,2069,129,316,1428]",0.550321638584137,abstract,[],0.9034629464149475
351,plate_missing,some_absent,"[""plate""]",serve_bread_after_checking_cabinet,"[2767,3266,143,2943,245]",grounded,"[2767,3266,143,2943,245]",0.6213803291320801,abstract,[],0.9034629464149475
352,both_missing,some_absent,"[""bowl"",""plate""]",ensure_all_fruits_on_table,"[73,2780,57,1222,1428]",grounded,"[73,2780,57,1222,1428]",0.5554057359695435,abstract,[],0.9034629464149475
353,bowl_missing,some_absent,"[""bowl""]",serve_bread_after_checking_cabinet,"[2767,3266,143,2943,245]",grounded,"[2767,3266,143,2943,245]",0.6213803291320801,abstract,[],0.9034629464149475
354,both_missing,some_absent,"[""bowl"",""plate""]",ensure_all_fruits_on_table,"[1401,2069,129,316,1428]",grounded,"[1401,2069,129,316,1428]",0.550321638584137,abstract,[],0.9034629464149475
355,bowl_missing,some_absent,"[""bowl""]",sequential_pick_two_and_place,"[583,2873,766,460,5685]",grounded,"[583,2873,766,460,5685]",0.5971207618713379,abstract,[],0.9034629464149475
356,both_missing,some_absent,"[""bowl"",""plate""]",ensure_all_fruits_on_table,"[1401,2069,129,316,1428]",grounded,"[1401,2069,129,316,1428]",0.550321638584137,abstract,[],0.9034629464149475
357,bowl_missing,some_absent,"[""bowl""]",ensure_all_fruits_on_table,"[1401,2069,129,316,1428]",grounded,"[1401,2069,129,316,1428]",0.550321638584137,abstract,[],0.9034629464149475
358,both_missing,some_absent,"[""bowl"",""plate""]",single_move_asset_to_target,"[3458,2781,228,225,6705]",grounded,"[3458,2781,228,225,6705]",0.7081499099731445,abstract,[],0.9034629464149475
359,both_missing,some_absent,"[""bowl"",""plate""]",dog_check_environment,"[1856,95,1959,659,1099]",abstract,[],,abstract,[],0.9034629464149475
360,bowl_missing,some_absent,"[""bowl""]",sequential_pick_two_and_place,"[583,2873,766,460,5685]",grounded,"[583,2873,766,460,5685]",0.5971207618713379,abstract,[],0.9034629464149475
361,bowl_missing,some_absent,"[""bowl""]",sequential_pick_two_and_place,"[583,2873,766,460,5685]",grounded,"[583,2873,766,460,5685]",0.5971207618713379,abstract,[],0.9034629464149475
362,both_missing,some_absent,"[""bowl"",""plate""]",serve_bread_after_checking_cabinet,"[2767,3266,143,2943,245]",grounded,"[2767,3266,143,2943,245]",0.6213803291320801,abstract,[],0.9034629464149475
363,bowl_missing,some_absent,"[""bowl""]",sequential_pick_two_and_place,"[583,2873,766,460,5685]",grounded,"[583,2873,766,460,5685]",0.5971207618713379,abstract,[],0.9034629464149475
364,plate_missing,some_absent,"[""plate""]",ensure_all_fruits_on_table,"[73,2780,57,1222,1428]",grounded,"[73,2780,57,1222,1428]",0.5554057359695435,abstract,[],0.9034629464149475
365,both_missing,some_absent,"[""bowl"",""plate""]",ensure_all_fruits_on_table,"[1401,2069,129,316,1428]",grounded,"[1401,2069,129,316,1428]",0.550321638584137,abstract,[],0.9034629464149475
366,bowl_missing,some_absent,"[""bowl""]",sequential_pick_two_and_place,"[583,2873,766,460,5685]",grounded,"[583,2873,766,460,5685]",0.5971207618713379,abstract,[],0.9034629464149475
367,plate_missing,some_absent,"[""plate""]",ensure_all_fruits_on_table,"[1401,2069,129,316,1428]",grounded,"[1401,2069,129,316,1428]",0.550321638584137,abstract,[],0.9034629464149475
368,both_missing,some_absent,"[""bowl"",""plate""]",ensure_all_fruits_on_table,"[38,416,548,2909,161]",grounded,"[38,416,548,2909,161]",0.6202490329742432,abstract,[],0.9034629464149475
369,bowl_missing,some_absent,"[""bowl""]",ensure_all_fruits_on_table,"[1401,2069,129,316,1428]",grounded,"[1401,2069,129,316,1428]",0.550321638584137,abstract,[],0.9034629464149475
370,both_missing,some_absent,"[""bowl"",""plate""]",ensure_all_fruits_on_table,"[1428,2075,56,383,1401]",grounded,"[1428,2075,56,383,1401]",0.5903847217559814,abstract,[],0.9034629464149475
371,both_missing,some_absent,"[""bowl"",""plate""]",ensure_all_fruits_on_table,"[1428,2075,56,383,1401]",grounded,"[1428,2075,56,383,1401]",0.5903847217559814,abstract,[],0.9034629464149475
372,both_missing,some_absent,"[""bowl"",""plate""]",single_move_asset_to_target,"[3458,2781,228,225,6705]",grounded,"[3458,2781,228,225,6705]",0.7081499099731445,abstract,[],0.9034629464149475
373,plate_missing,some_absent,"[""plate""]",ensure_all_fruits_on_table,"[38,416,548,2909,161]",grounded,"[38,416,548,2909,161]",0.6202490329742432,abstract,[],0.9034629464149475
374,bowl_missing,some_absent,"[""bowl""]",ensure_all_fruits_on_table,"[1401,2069,129,316,1428]",grounded,"[1401,2069,129,316,1428]",0.550321638584137,abstract,[],0.9034629464149475
375,plate_missing,some_absent,"[""plate""]",sequential_pick_two_and_place,"[583,2873,766,460,5685]",grounded,"[583,2873,766,460,5685]",0.5971207618713379,abstract,[],0.9034629464149475
376,both_missing,some_absent,"[""bowl"",""plate""]",ensure_all_fruits_on_table,"[1428,2075,56,383,1401]",grounded,"[1428,2075,56,383,1401]",0.5903847217559814,abstract,[],0.9034629464149475
377,plate_missing,some_absent,"[""plate""]",single_move_asset_to_target,"[3458,2781,228,225,6705]",grounded,"[3458,2781,228,225,6705]",0.7081499099731445,abstract,[],0.9034629464149475
378,both_missing,some_absent,"[""bowl"",""plate""]",serve_bread_after_checking_cabinet,"[2767,3266,143,2943,245]",grounded,"[2767,3266,143,2943,245]",0.6213803291320801,abstract,[],0.9034629464149475
379,bowl_missing,some_absent,"[""bowl""]",ensure_all_fruits_on_table,"[73,2780,57,1222,1428]",grounded,"[73,2780,57,1222,1428]",0.5554057359695435,abstract,[],0.9034629464149475
380,plate_missing,some_absent,"[""plate""]",dog_check_environment,"[1856,95,1959,659,1099]",abstract,[],,abstract,[],0.9034629464149475
381,plate_missing,some_absent,"[""plate""]",single_move_asset_to_target,"[1571,3755,3365,1228,4735]",grounded,"[1571,3755,3365,1228,4735]",0.6041235327720642,abstract,[],0.9034629464149475
382,bowl_missing,some_absent,"[""bowl""]",single_move_asset_to_target,"[3458,2781,228,225,6705]",grounded,"[3458,2781,228,225,6705]",0.7081499099731445,abstract,[],0.9034629464149475
383,bowl_missing,some_absent,"[""bowl""]",single_move_asset_to_target,"[1571,3755,3365,1228,4735]",grounded,"[1571,3755,3365,1228,4735]",0.6041235327720642,abstract,[],0.9034629464149475
384,bowl_missing,some_absent,"[""bowl""]",ensure_all_fruits_on_table,"[1428,2075,56,383,1401]",grounded,"[1428,2075,56,383,1401]",0.5903847217559814,abstract,[],0.9034629464149475
385,bowl_missing,some_absent,"[""bowl""]",single_move_asset_to_target,"[3458,228,2781,1880,4735]",grounded,"[3458,228,2781,1880,4735]",0.7524831295013428,abstract,[],0.9034629464149475
386,bowl_missing,some_absent,"[""bowl""]",sequential_pick_two_and_place,"[583,2873,766,460,5685]",grounded,"[583,2873,766,460,5685]",0.5971207618713379,abstract,[],0.9034629464149475
387,bowl_missing,some_absent,"[""bowl""]",ensure_all_fruits_on_table,"[38,416,548,2909,161]",grounded,"[38,416,548,2909,161]",0.6202490329742432,abstract,[],0.9034629464149475
388,both_missing,some_absent,"[""bowl"",""plate""]",ensure_all_fruits_on_table,"[1401,2069,129,316,1428]",grounded,"[1401,2069,129,316,1428]",0.550321638584137,abstract,[],0.9034629464149475
389,bowl_missing,some_absent,"[""bowl""]",single_move_asset_to_target,"[3458,2781,1228,228,4064]",grounded,"[3458,2781,1228,228,4064]",0.7544512748718262,abstract,[],0.9034629464149475
390,both_missing,some_absent,"[""bowl"",""plate""]",single_move_asset_to_target,"[3458,228,2781,1880,4735]",grounded,"[3458,228,2781,1880,4735]",0.7524831295013428,abstract,[],0.9034629464149475
391,bowl_missing,some_absent,"[""bowl""]",ensure_all_fruits_on_table,"[1401,2069,129,316,1428]",grounded,"[1401,2069,129,316,1428]",0.550321638584137,abstract,[],0.9034629464149475
392,both_missing,some_absent,"[""bowl"",""plate""]",sequential_pick_two_and_place,"[2700,2742,3597,2873,3152]",grounded,"[2700,2742,3597,2873,3152]",0.5883311033248901,abstract,[],0.9034629464149475
393,both_missing,some_absent,"[""bowl"",""plate""]",single_move_asset_to_target,"[1571,3755,3365,1228,4735]",grounded,"[1571,3755,3365,1228,4735]",0.6041235327720642,abstract,[],0.9034629464149475
394,both_missing,some_absent,"[""bowl"",""plate""]",sequential_pick_two_and_place,"[583,2873,766,460,5685]",grounded,"[583,2873,766,460,5685]",0.5971207618713379,abstract,[],0.9034629464149475
395,plate_missing,some_absent,"[""plate""]",ensure_all_fruits_on_table,"[1428,2075,56,383,1401]",grounded,"[1428,2075,56,383,1401]",0.5903847217559814,abstract,[],0.9034629464149475
396,bowl_missing,some_absent,"[""bowl""]",single_move_asset_to_target,"[3458,2781,1228,228,4064]",grounded,"[3458,2781,1228,228,4064]",0.7544512748718262,abstract,[],0.9034629464149475
397,bowl_missing,some_absent,"[""bowl""]",single_move_asset_to_target,"[1571,3755,3365,1228,4735]",grounded,"[1571,3755,3365,1228,4735]",0.6041235327720642,abstract,[],0.9034629464149475
398,plate_missing,some_absent,"[""plate""]",ensure_all_fruits_on_table,"[940,1197,398,1287,352]",grounded,"[940,1197,398,1287,352]",0.5748868584632874,abstract,[],0.9034629464149475
399,bowl_missing,some_absent,"[""bowl""]",ensure_all_fruits_on_table,"[940,1197,398,1287,352]",grounded,"[940,1197,398,1287,352]",0.5748868584632874,abstract,[],0.9034629464149475
400,plate_missing,some_absent,"[""plate""]",ensure_all_fruits_on_table,"[1428,2075,56,383,1401]",grounded,"[1428,2075,56,383,1401]",0.5903847217559814,abstract,[],0.9034629464149475
401,both_missing,some_absent,"[""bowl"",""plate""]",ensure_all_fruits_on_table,"[73,2780,57,1222,1428]",grounded,"[73,2780,57,1222,1428]",0.5554057359695435,abstract,[],0.9034629464149475
402,bowl_missing,some_absent,"[""bowl""]",single_move_asset_to_target,"[3458,228,2781,1880,4735]",grounded,"[3458,228,2781,1880,4735]",0.7524831295013428,abstract,[],0.9034629464149475
403,bowl_missing,some_absent,"[""bowl""]",ensure_all_fruits_on_table,"[73,2780,57,1222,1428]",grounded,"[73,2780,57,1222,1428]",0.5554057359695435,abstract,[],0.9034629464149475
404,both_missing,some_absent,"[""bowl"",""plate""]",single_move_asset_to_target,"[3458,228,2781,1880,4735]",grounded,"[3458,228,2781,1880,4735]",0.7524831295013428,abstract,[],0.9034629464149475
405,plate_missing,some_absent,"[""plate""]",ensure_all_fruits_on_table,"[73,2780,57,1222,1428]",grounded,"[73,2780,57,1222,1428]",0.5554057359695435,abstract,[],0.9034629464149475
406,plate_missing,some_absent,"[""plate""]",sequential_pick_two_and_place,"[583,2873,766,460,5685]",grounded,"[583,2873,766,460,5685]",0.5971207618713379,abstract,[],0.9034629464149475
407,both_missing,some_absent,"[""bowl"",""plate""]",sequential_pick_two_and_place,"[2700,2742,3597,2873,3152]",grounded,"[2700,2742,3597,2873,3152]",0.5883311033248901,abstract,[],0.9034629464149475
408,plate_missing,some_absent,"[""plate""]",ensure_all_fruits_on_table,"[1428,2075,56,383,1401]",grounded,"[1428,2075,56,383,1401]",0.5903847217559814,abstract,[],0.9034629464149475
409,bowl_missing,some_absent,"[""bowl""]",sequential_pick_two_and_place,"[583,2873,766,460,5685]",grounded,"[583,2873,766,460,5685]",0.5971207618713379,abstract,[],0.9034629464149475
410,plate_missing,some_absent,"[""plate""]",sequential_pick_two_and_place,"[583,2873,766,460,5685]",grounded,"[583,2873,766,460,5685]",0.5971207618713379,abstract,[],0.9034629464149475
411,both_missing,some_absent,"[""bowl"",""plate""]",single_move_asset_to_target,"[1571,3755,3365,1228,4735]",grounded,"[1571,3755,3365,1228,4735]",0.6041235327720642,abstract,[],0.9034629464149475
412,both_missing,some_absent,"[""bowl"",""plate""]",single_move_asset_to_target,"[3458,228,2781,1880,4735]",grounded,"[3458,228,2781,1880,4735]",0.7524831295013428,abstract,[],0.9034629464149475
413,bowl_missing,some_absent,"[""bowl""]",single_move_asset_to_target,"[3458,2781,1228,228,4064]",grounded,"[3458,2781,1228,228,4064]",0.7544512748718262,abstract,[],0.9034629464149475
414,both_missing,some_absent,"[""bowl"",""plate""]",single_move_asset_to_target,"[3458,2781,1228,228,4064]",grounded,"[3458,2781,1228,228,4064]",0.7544512748718262,abstract,[],0.9034629464149475
415,both_missing,some_absent,"[""bowl"",""plate""]",ensure_all_fruits_on_table,"[1428,2075,56,383,1401]",grounded,"[1428,2075,56,383,1401]",0.5903847217559814,abstract,[],0.9034629464149475
416,bowl_missing,some_absent,"[""bowl""]",ensure_all_fruits_on_table,"[73,2780,57,1222,1428]",grounded,"[73,2780,57,1222,1428]",0.5554057359695435,abstract,[],0.9034629464149475
417,bowl_missing,some_absent,"[""bowl""]",sequential_pick_two_and_place,"[583,2873,766,460,5685]",grounded,"[583,2873,766,460,5685]",0.5971207618713379,abstract,[],0.9034629464149475
418,both_missing,some_absent,"[""bowl"",""plate""]",ensure_all_fruits_on_table,"[1428,2075,56,383,1401]",grounded,"[1428,2075,56,383,1401]",0.5903847217559814,abstract,[],0.9034629464149475
419,bowl_missing,some_absent,"[""bowl""]",ensure_all_fruits_on_table,"[73,2780,57,1222,1428]",grounded,"[73,2780,57,1222,1428]",0.5554057359695435,abstract,[],0.9034629464149475
420,both_missing,some_absent,"[""bowl"",""plate""]",sequential_pick_two_and_place,"[583,2873,766,460,5685]",grounded,"[583,2873,766,460,5685]",0.5971207618713379,abstract,[],0.9034629464149475
421,both_missing,some_absent,"[""bowl"",""plate""]",single_move_asset_to_target,"[3458,2781,1228,228,4064]",grounded,"[3458,2781,1228,228,4064]",0.7544512748718262,abstract,[],0.9034629464149475
422,bowl_missing,some_absent,"[""bowl""]",sequential_pick_two_and_place,"[583,2873,766,460,5685]",grounded,"[583,2873,766,460,5685]",0.5971207618713379,abstract,[],0.9034629464149475
423,both_missing,some_absent,"[""bowl"",""plate""]",ensure_all_fruits_on_table,"[1428,2075,56,383,1401]",grounded,"[1428,2075,56,383,1401]",0.5903847217559814,abstract,[],0.9034629464149475
424,both_missing,some_absent,"[""bowl"",""plate""]",ensure_all_fruits_on_table,"[1428,2075,56,383,1401]",grounded,"[1428,2075,56,383,1401]",0.5903847217559814,abstract,[],0.9034629464149475
425,plate_missing,some_absent,"[""plate""]",sequential_pick_two_and_place,"[583,2873,766,460,5685]",grounded,"[583,2873,766,460,5685]",0.5971207618713379,abstract,[],0.9034629464149475
426,plate_missing,some_absent,"[""plate""]",ensure_all_fruits_on_table,"[73,2780,57,1222,1428]",grounded,"[73,2780,57,1222,1428]",0.5554057359695435,abstract,[],0.9034629464149475
427,plate_missing,some_absent,"[""plate""]",ensure_all_fruits_on_table,"[1428,2075,56,383,1401]",grounded,"[1428,2075,56,383,1401]",0.5903847217559814,abstract,[],0.9034629464149475
