split,index,source_task,analysis_skill,instruction,branch,conditions,absent_assets,unresolved_assets
train,472,parallel_human_dual_asset_to_plate_or_bowl,parallel_human_dual_asset_to_plate_or_bowl,Transport the bread and the apple into the bowl together.,some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""bowl""},{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""bread"",""apple""]","[""bowl""]"
train,473,serve_bread_after_checking_cabinet,serve_bread_after_checking_cabinet,"Transfer the apple to the bowl. If it's nowhere outside, open the cabinet and fetch it.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""apple""]","[""bowl"",""cabinet""]"
train,474,parallel_human_dual_asset_to_plate_or_bowl,parallel_human_dual_asset_to_plate_or_bowl,Move the pumpkin together with the tomato into the bowl to complete this step.,some_absent,"[{""asset"":""pumpkin"",""status"":""present_elsewhere"",""target"":""bowl""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""pumpkin"",""tomato""]","[""bowl""]"
train,475,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Glance at the table to confirm both a pear and a tomato are present. If not, retrieve the missing fruit, ensuring to check all possible locations, including cabinet.",some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""table""}]","[""pear"",""tomato""]","[""cabinet""]"
train,476,parallel_human_dual_asset_to_plate_or_bowl,parallel_human_dual_asset_to_plate_or_bowl,Move both the meat and the banana into the bowl to prepare for serving.,some_absent,"[{""asset"":""meat"",""status"":""present_elsewhere"",""target"":""bowl""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""meat"",""banana""]","[""bowl""]"
train,477,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Observe the table for both the pear and tomato. If one is missing, bring it along from any location, such as cabinet.",some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""table""}]","[""pear"",""tomato""]","[""cabinet""]"
train,478,parallel_human_dual_asset_to_plate_or_bowl,parallel_human_dual_asset_to_plate_or_bowl,"Gather the meat and apple, and carefully place them into the bowl for organization.",some_absent,"[{""asset"":""meat"",""status"":""present_elsewhere"",""target"":""bowl""},{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""meat"",""apple""]","[""bowl""]"
train,479,cut_fruit_on_board,cut_fruit_on_board,"Set the peach on the wooden cutting board, then apply the knife to slice it.",some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""peach""]","[""knife"",""wooden cutting board""]"
train,480,cut_fruit_on_board,cut_fruit_on_board,Prepare the wooden cutting board with the apple and proceed to cut it using the knife.,some_absent,"[{""asset"":""wooden cutting board"",""status"":""present_elsewhere"",""target"":""knife""},{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""knife""}]","[""wooden cutting board"",""apple""]","[""knife""]"
train,481,toast_bread_and_set_plate,toast_bread_and_set_plate,"Put the bread into the toaster, turn on the device to begin, and place the plate on the kitchen island area to complete the setup.",some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""toaster""},{""asset"":""plate"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""bread"",""plate""]","[""toaster""]"
train,482,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Survey the table closely. Identify which fruit—the peach or the banana—is absent, then bring it to the table from its current location, which may include cabinet.",some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""table""}]","[""peach"",""banana""]","[""cabinet""]"
train,483,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Scan the table for any missing fruits—the apple or the banana. Place them on the table, checking cabinet if necessary.",some_absent,"[{""asset"":""apple"",""status"":""present_at_target"",""target"":""table""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""cabinet"",""status"":""absent_from_scene"",""target"":""table""}]","[""banana"",""cabinet""]",[]
train,484,cut_fruit_on_board,cut_fruit_on_board,Place the pear on the wooden cutting board and finish by cutting it with the knife.,some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""pear""]","[""knife"",""wooden cutting board""]"
train,485,parallel_human_dual_asset_to_plate_or_bowl,parallel_human_dual_asset_to_plate_or_bowl,Move the pumpkin together with the tomato into the plate to complete this step.,some_absent,"[{""asset"":""pumpkin"",""status"":""present_elsewhere"",""target"":""plate""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""plate""}]","[""pumpkin"",""tomato""]","[""plate""]"
train,486,dog_push_box_for_two_panda_transport,dog_push_box_for_two_panda_transport,"Get the pear over to the sink. In case it’s too distant, put the pear into a cardboardbox, shift the cardboardbox to the sink, and then retrieve the pear.",some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""sink""}]","[""pear""]","[""cardboardbox"",""sink""]"
train,487,cut_two_fruits_on_board,cut_two_fruits_on_board,Place both the pear and tomato on the wooden cutting board for cutting with the knife.,some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""wooden cutting board""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""pear"",""tomato""]","[""knife"",""wooden cutting board""]"
train,488,single_move_asset_to_target,single_move_asset_to_target,Please carefully place the fork onto the kitchen island area to continue the preparation.,some_absent,"[{""asset"":""fork"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""fork""]",[]
train,489,single_move_asset_to_target,single_move_asset_to_target,Transfer the fork over to the kitchen island area and ensure it is positioned correctly.,some_absent,"[{""asset"":""fork"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""fork""]",[]
train,490,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Examine the table closely. If either the peach or the banana is not present, retrieve it from its current location, including cabinet, and place it on the table.",some_absent,"[{""asset"":""peach"",""status"":""present_at_target"",""target"":""table""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""table""}]","[""banana""]","[""cabinet""]"
train,491,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Utilize your sensors to check the table. If either the peach or the banana is missing, retrieve it from wherever it might be, including cabinet.",some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""banana"",""status"":""present_at_target"",""target"":""table""}]","[""peach""]","[""cabinet""]"
train,492,sequential_pick_two_and_place,sequential_pick_two_and_place,Could you place the meat along with the pumpkin inside the plate?,some_absent,"[{""asset"":""meat"",""status"":""present_elsewhere"",""target"":""plate""},{""asset"":""pumpkin"",""status"":""present_elsewhere"",""target"":""plate""}]","[""meat"",""pumpkin""]","[""plate""]"
train,493,serve_bread_from_counter,serve_bread_from_counter,"Serve the banana on the plate. If it's not out here, the cabinet is worth a peek.",some_absent,"[{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""plate""}]","[""banana""]","[""cabinet"",""plate""]"
train,494,wash_fruit_and_serve,wash_fruit_and_serve,"Clean the tomato at the sink, then deliver it into the plate.",some_absent,"[{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""plate""}]","[""tomato""]","[""plate"",""sink""]"
train,495,serve_bread_from_counter,serve_bread_from_counter,"Transfer the apple to the plate. If you can't spot it, open the cabinet and retrieve it.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""plate""}]","[""apple""]","[""cabinet"",""plate""]"
train,496,single_move_asset_to_target,single_move_asset_to_target,Pick up the fork and place it on the kitchen island area to set things up.,some_absent,"[{""asset"":""fork"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""fork""]",[]
train,497,wash_fruit_and_serve,wash_fruit_and_serve,"Run water over the pear at the sink, then arrange it neatly in the plate.",some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""plate""}]","[""pear""]","[""plate"",""sink""]"
train,498,serve_bread_after_checking_cabinet,serve_bread_after_checking_cabinet,"Serve the banana on the bowl. If you don't see it nearby, it might be inside the cabinet—have a look.",some_absent,"[{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""banana""]","[""bowl"",""cabinet""]"
train,499,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Move the bread and the knife together into the cabinet to keep the workspace organized.,some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""knife"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""bread"",""knife""]","[""cabinet""]"
train,500,sequential_pick_two_and_place,sequential_pick_two_and_place,Let's store the tomato and the green peas safely in the plate.,some_absent,"[{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""plate""},{""asset"":""green peas"",""status"":""present_elsewhere"",""target"":""plate""}]","[""tomato"",""green peas""]","[""plate""]"
train,501,serve_bread_from_counter,serve_bread_from_counter,"Put the bread on the bowl; if it isn't on the counter, it might still be in the cabinet, so check there.",some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""bread""]","[""bowl"",""cabinet""]"
train,502,single_move_asset_to_target,single_move_asset_to_target,Take the bread and move it to the kitchen island area in an orderly manner.,some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""bread""]",[]
train,503,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Verify with a quick inspection that the table holds both the apple and the banana. Retrieve the missing fruit from wherever it is, including cabinet, if necessary.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""table""}]","[""apple"",""banana""]","[""cabinet""]"
train,504,single_move_asset_to_target,single_move_asset_to_target,Move the cardboardbox from its current location to the kitchen work area.,some_absent,"[{""asset"":""cardboardbox"",""status"":""present_elsewhere"",""target"":""kitchen work area""}]","[""cardboardbox""]",[]
train,505,parallel_human_dual_asset_to_plate_or_bowl,parallel_human_dual_asset_to_plate_or_bowl,Carry the pumpkin along with the tomato and place them into the bowl.,some_absent,"[{""asset"":""pumpkin"",""status"":""present_elsewhere"",""target"":""bowl""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""pumpkin"",""tomato""]","[""bowl""]"
train,506,cut_fruit_on_board,cut_fruit_on_board,"Set the apple on the wooden cutting board, then apply the knife to slice it.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""apple""]","[""knife"",""wooden cutting board""]"
train,507,wash_fruit_and_serve,wash_fruit_and_serve,Give the peach a quick wash at the sink and place it inside the bowl.,some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""peach""]","[""bowl"",""sink""]"
train,508,parallel_human_dual_asset_to_plate_or_bowl,parallel_human_dual_asset_to_plate_or_bowl,Transport the meat and the apple into the plate together.,some_absent,"[{""asset"":""meat"",""status"":""present_elsewhere"",""target"":""plate""},{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""plate""}]","[""meat"",""apple""]","[""plate""]"
train,509,serve_bread_from_counter,serve_bread_from_counter,"Place the apple onto the bowl. Should it be missing, have a quick look inside the cabinet.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""apple""]","[""bowl"",""cabinet""]"
train,510,set_plate_and_fork_on_table,set_plate_and_fork_on_table,"Place the bowl on the kitchen work area, then fetch the tomato from the cabinet and put it into the bowl to prepare the dining setup.",some_absent,"[{""asset"":""bowl"",""status"":""present_elsewhere"",""target"":""kitchen work area""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""bowl"",""tomato""]","[""cabinet""]"
train,511,toast_bread_and_set_plate,toast_bread_and_set_plate,"Put the bread into the toaster, turn on the device to begin, and place the plate on the kitchen island area to complete the setup.",some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""toaster""},{""asset"":""plate"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""bread"",""plate""]","[""toaster""]"
train,512,serve_bread_from_counter,serve_bread_from_counter,"Place the banana onto the bowl. Should it be missing, have a quick look inside the cabinet.",some_absent,"[{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""banana""]","[""bowl"",""cabinet""]"
train,513,serve_bread_after_checking_cabinet,serve_bread_after_checking_cabinet,"Move the apple to the bowl. In case it isn't visible, inspect the cabinet first.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""apple""]","[""bowl"",""cabinet""]"
train,514,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Inspect the table visually. Ensure both the apple and the banana are present. If not, fetch and place the missing fruit, checking all areas including cabinet.",some_absent,"[{""asset"":""apple"",""status"":""present_at_target"",""target"":""table""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""table""}]","[""banana""]","[""cabinet""]"
train,515,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Thoroughly check the table to ensure both the apple and the banana are present. Retrieve the missing fruit, checking all possible locations, including cabinet.",some_absent,"[{""asset"":""apple"",""status"":""present_at_target"",""target"":""table""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""table""}]","[""banana""]","[""cabinet""]"
train,516,sequential_pick_two_and_place,sequential_pick_two_and_place,Kindly relocate both banana and pumpkin to the plate for me.,some_absent,"[{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""plate""},{""asset"":""pumpkin"",""status"":""present_elsewhere"",""target"":""plate""}]","[""banana"",""pumpkin""]","[""plate""]"
train,517,parallel_human_dual_asset_to_plate_or_bowl,parallel_human_dual_asset_to_plate_or_bowl,Carry the pear along with the banana and place them into the plate.,some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""plate""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""plate""}]","[""pear"",""banana""]","[""plate""]"
train,518,cut_fruit_on_board,cut_fruit_on_board,Get the peach to the wooden cutting board and give it a clean cut with the knife.,some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""peach""]","[""knife"",""wooden cutting board""]"
train,519,parallel_human_dual_asset_to_plate_or_bowl,parallel_human_dual_asset_to_plate_or_bowl,Ensure the pumpkin and tomato are transferred into the bowl at the same time.,some_absent,"[{""asset"":""pumpkin"",""status"":""present_elsewhere"",""target"":""bowl""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""pumpkin"",""tomato""]","[""bowl""]"
train,520,toast_bread_and_set_plate,toast_bread_and_set_plate,"Place the bread into the toaster, turn it on, and meanwhile set the bowl onto the kitchen work area for the breakfast setup.",some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""toaster""},{""asset"":""bowl"",""status"":""present_elsewhere"",""target"":""kitchen work area""}]","[""bread"",""bowl""]","[""toaster""]"
train,521,toast_bread_and_set_plate,toast_bread_and_set_plate,"Place the bread into the toaster, turn it on, and meanwhile set the plate onto the kitchen work area for the breakfast setup.",some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""toaster""},{""asset"":""plate"",""status"":""present_elsewhere"",""target"":""kitchen work area""}]","[""bread"",""plate""]","[""toaster""]"
train,522,serve_bread_after_checking_cabinet,serve_bread_after_checking_cabinet,"Serve the banana on the bowl. If you don't see it nearby, it might be inside the cabinet—have a look.",some_absent,"[{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""banana""]","[""bowl"",""cabinet""]"
train,523,wash_fruit_and_serve,wash_fruit_and_serve,"Freshen the apple under the tap on sink, then drop it in the plate.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""plate""}]","[""apple""]","[""plate"",""sink""]"
train,524,cut_fruit_on_board,cut_fruit_on_board,"Set the apple on the wooden cutting board, then apply the knife to slice it.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""apple""]","[""knife"",""wooden cutting board""]"
train,525,serve_bread_after_checking_cabinet,serve_bread_after_checking_cabinet,"Serve the apple on the bowl. If you don't see it nearby, it might be inside the cabinet—have a look.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""apple""]","[""bowl"",""cabinet""]"
train,526,dog_push_box_for_two_panda_transport,dog_push_box_for_two_panda_transport,"Shift the fork to the sink location. If carrying it directly isn't feasible, first house the fork in a cardboardbox, move the cardboardbox, and extract the fork at the sink.",some_absent,"[{""asset"":""fork"",""status"":""present_elsewhere"",""target"":""sink""}]","[""fork""]","[""cardboardbox"",""sink""]"
train,527,sequential_pick_two_and_place,sequential_pick_two_and_place,Kindly relocate both banana and pear to the plate for me.,some_absent,"[{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""plate""},{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""plate""}]","[""banana"",""pear""]","[""plate""]"
train,528,dog_check_environment,dog_check_environment,Assess the area surrounding oven.,not_applicable,[],[],"[""oven""]"
train,529,toast_bread_and_set_plate,toast_bread_and_set_plate,"Load the bread into the toaster, start its operation, and arrange the bowl neatly on the kitchen work area.",some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""toaster""},{""asset"":""bowl"",""status"":""present_elsewhere"",""target"":""kitchen work area""}]","[""bread"",""bowl""]","[""toaster""]"
train,530,cut_two_fruits_on_board,cut_two_fruits_on_board,Carry the pear plus the banana to the wooden cutting board; the knife will handle the slicing.,some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""wooden cutting board""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""pear"",""banana""]","[""knife"",""wooden cutting board""]"
train,531,parallel_human_dual_asset_to_plate_or_bowl,parallel_human_dual_asset_to_plate_or_bowl,Load the pear and apple into the bowl simultaneously.,some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""bowl""},{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""pear"",""apple""]","[""bowl""]"
train,532,cut_two_fruits_on_board,cut_two_fruits_on_board,Transport the apple with the banana onto the wooden cutting board and dice them with the knife.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""wooden cutting board""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""apple"",""banana""]","[""knife"",""wooden cutting board""]"
train,533,cut_fruit_on_board,cut_fruit_on_board,Prepare the wooden cutting board with the pear and proceed to cut it using the knife.,some_absent,"[{""asset"":""wooden cutting board"",""status"":""present_elsewhere"",""target"":""knife""},{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""knife""}]","[""wooden cutting board"",""pear""]","[""knife""]"
train,534,dog_push_box_for_two_panda_transport,dog_push_box_for_two_panda_transport,"Shift the peach to the sink location. If carrying it directly isn't feasible, first house the peach in a cardboardbox, move the cardboardbox, and extract the peach at the sink.",some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""sink""}]","[""peach""]","[""cardboardbox"",""sink""]"
train,535,wash_fruit_and_serve,wash_fruit_and_serve,"Run water over the peach at the sink, then arrange it neatly in the bowl.",some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""peach""]","[""bowl"",""sink""]"
train,536,cut_two_fruits_on_board,cut_two_fruits_on_board,Would you mind setting the apple and banana on the wooden cutting board and slicing them with the knife?,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""wooden cutting board""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""apple"",""banana""]","[""knife"",""wooden cutting board""]"
train,537,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Observe the table for both the peach and tomato. If one is missing, bring it along from any location, such as cabinet.",some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""table""}]","[""peach"",""tomato""]","[""cabinet""]"
train,538,parallel_human_dual_asset_to_plate_or_bowl,parallel_human_dual_asset_to_plate_or_bowl,Load the meat and tomato into the bowl simultaneously.,some_absent,"[{""asset"":""meat"",""status"":""present_elsewhere"",""target"":""bowl""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""meat"",""tomato""]","[""bowl""]"
train,539,cut_two_fruits_on_board,cut_two_fruits_on_board,"Let’s tidy the board: deliver the peach plus the bread, then carve away with the knife.",some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""wooden cutting board""},{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""peach"",""bread""]","[""knife"",""wooden cutting board""]"
train,540,single_move_asset_to_target,single_move_asset_to_target,Gently move the pear onto the kitchen island area to complete this part of the task.,some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""pear""]",[]
train,541,dog_check_environment,dog_check_environment,Examine the environment near oven.,not_applicable,[],[],"[""oven""]"
train,542,serve_bread_from_counter,serve_bread_from_counter,"Serve the bread on the plate. If it's not out here, the cabinet is worth a peek.",some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""plate""}]","[""bread""]","[""cabinet"",""plate""]"
train,543,dog_push_box_for_two_panda_transport,dog_push_box_for_two_panda_transport,"Move the pear toward the sink; if the route is too long, use a cardboardbox to enclose the pear, transfer the cardboardbox, then retrieve the pear.",some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""sink""}]","[""pear""]","[""cardboardbox"",""sink""]"
train,544,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Inspect the table thoroughly. If you find that both a peach and a banana are missing, fetch the absent fruit from wherever it may be, including cabinet.",some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""banana"",""status"":""present_at_target"",""target"":""table""}]","[""peach""]","[""cabinet""]"
train,545,wash_fruit_and_serve,wash_fruit_and_serve,"Use the tap to clean the peach at the sink; afterward, transfer it to the bowl.",some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""peach""]","[""bowl"",""sink""]"
train,546,cut_fruit_on_board,cut_fruit_on_board,Prepare the wooden cutting board with the pear and proceed to cut it using the knife.,some_absent,"[{""asset"":""wooden cutting board"",""status"":""present_elsewhere"",""target"":""knife""},{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""knife""}]","[""wooden cutting board"",""pear""]","[""knife""]"
train,547,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Survey the table closely. Identify which fruit—the pear or the tomato—is absent, then bring it to the table from its current location, which may include cabinet.",some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""tomato"",""status"":""present_at_target"",""target"":""table""}]","[""pear""]","[""cabinet""]"
train,548,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Utilize your sensors to check the table. If either the pear or the banana is missing, retrieve it from wherever it might be, including cabinet.",some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""banana"",""status"":""present_at_target"",""target"":""table""}]","[""pear""]","[""cabinet""]"
train,549,sequential_pick_two_and_place,sequential_pick_two_and_place,I need the tomato with the bread transferred to the bowl pronto!,some_absent,"[{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""bowl""},{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""tomato"",""bread""]","[""bowl""]"
train,550,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,"Collect the apple and knife, and place them neatly into the cabinet to finish cleaning.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""knife"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""apple"",""knife""]","[""cabinet""]"
train,551,set_plate_and_fork_on_table,set_plate_and_fork_on_table,"Start by setting the plate on the kitchen island area, then pick up the apple from the cabinet and put it into the plate for organizing utensils.",some_absent,"[{""asset"":""plate"",""status"":""present_elsewhere"",""target"":""kitchen island area""},{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""plate""}]","[""plate"",""apple""]","[""cabinet""]"
train,552,parallel_human_dual_asset_to_plate_or_bowl,parallel_human_dual_asset_to_plate_or_bowl,Load the meat and apple into the bowl simultaneously.,some_absent,"[{""asset"":""meat"",""status"":""present_elsewhere"",""target"":""bowl""},{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""meat"",""apple""]","[""bowl""]"
train,553,single_move_asset_to_target,single_move_asset_to_target,Take the apple and move it to the kitchen island area in an orderly manner.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""apple""]",[]
train,554,single_move_asset_to_target,single_move_asset_to_target,Move the pumpkin from its current location to the kitchen island area.,some_absent,"[{""asset"":""pumpkin"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""pumpkin""]",[]
train,555,single_move_asset_to_target,single_move_asset_to_target,Move the cooling fan from its current location to the kitchen island area.,some_absent,"[{""asset"":""cooling fan"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""cooling fan""]",[]
train,556,cut_fruit_on_board,cut_fruit_on_board,Prepare the wooden cutting board with the pear and proceed to cut it using the knife.,some_absent,"[{""asset"":""wooden cutting board"",""status"":""present_elsewhere"",""target"":""knife""},{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""knife""}]","[""wooden cutting board"",""pear""]","[""knife""]"
train,557,parallel_human_dual_asset_to_plate_or_bowl,parallel_human_dual_asset_to_plate_or_bowl,"Pick up the bread and banana, and transport them into the bowl together.",some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""bowl""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""bread"",""banana""]","[""bowl""]"
train,558,single_move_asset_to_target,single_move_asset_to_target,Relocate the bread to the kitchen island area as instructed.,some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""bread""]",[]
train,559,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Transfer the apple along with the fork into the cabinet for proper storage.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""fork"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""apple"",""fork""]","[""cabinet""]"
train,560,single_move_asset_to_target,single_move_asset_to_target,Take the bread and move it to the kitchen work area in an orderly manner.,some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""kitchen work area""}]","[""bread""]",[]
train,561,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Carefully place both the bread and the scissors into the cabinet to tidy up the area.,some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""scissors"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""bread"",""scissors""]","[""cabinet""]"
train,562,set_plate_and_fork_on_table,set_plate_and_fork_on_table,"Arrange the bowl on the kitchen work area, and afterwards, retrieve the apple from the cabinet, placing it into the bowl to finalize the table setup.",some_absent,"[{""asset"":""bowl"",""status"":""present_elsewhere"",""target"":""kitchen work area""},{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""bowl"",""apple""]","[""cabinet""]"
train,563,dog_check_environment,dog_check_environment,Examine the environment near fridge.,not_applicable,[],[],"[""fridge""]"
