index,subgoal_position,predicted_subgoal,predicted_primitive_kind,matched_skill_name,injected_instance_ids,injected_unit_kinds,retrieval_hit,channel
231,3,go_to_kitchen_work_area,,navigate_to_kitchen_island,[],[],,ood
231,4,retrieve_plate_0,fetch,set_plate,[],[],False,ood
231,5,place_plate_0_on_table,relocate,place_on_plate,[],[],False,ood
232,0,inspect_table,state_change,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",True,ood
232,1,fetch_hidden_dish,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
232,2,place_dish_on_table,relocate,place_on_table,"[""3156:2"",""3173:2""]","[""multi_object_sequence"",""relocate""]",True,ood
233,0,glance_at_table,,inspect_table,"[""1633:0"",""2098:0""]","[""fetch"",""state_change""]",,ood
233,1,confirm_one_bowl_and_one_plate,,place_bowl,"[""1488:2"",""2686:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",,ood
233,2,fetch_absent_dish,fetch,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
234,0,survey_table,state_change,survey_table,"[""1173:0"",""2647:0""]","[""fetch"",""state_change""]",True,ood
234,1,identify_missing_item,,fetch_missing_fruit,"[""1207:1"",""2444:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",,ood
234,2,carry_missing_item_to_table,,move_to_table,"[""1210:1"",""2918:1""]","[""relocate""]",,ood
235,0,examine_table,,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",,ood
235,1,find_single_dish,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
235,2,supply_missing_dish,,fetch_bowl,"[""2686:0""]","[""fetch"",""state_change""]",,ood
235,3,position_both_dishes,,place_plate_on_kitchen_island,"[""1484:1""]","[""relocate""]",,ood
236,0,scan_table,,scan_table,"[""5235:0"",""1209:0""]","[""fetch"",""state_change""]",,ood
236,1,check_for_bowl,state_change,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
236,2,check_for_plate,state_change,set_plate,"[""7118:0"",""911:0""]","[""fetch"",""state_change""]",True,ood
236,3,place_bowl_on_table,relocate,place_on_table,[],[],False,ood
236,4,place_plate_on_table,relocate,place_on_plate,[],[],False,ood
237,0,check_table_for_bowl_and_plate,state_change,check_table,"[""1039:0"",""1737:0""]","[""fetch"",""state_change""]",True,ood
237,1,check_if_bowl_is_missing,state_change,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
237,2,check_if_plate_is_missing,state_change,set_plate,"[""7118:0"",""911:0""]","[""fetch"",""state_change""]",True,ood
237,3,deliver_missing_bowl,relocate,fetch_bowl,[],[],False,ood
237,4,deliver_missing_plate,relocate,place_plate,[],[],False,ood
238,0,observe_table,,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",,ood
238,1,observe_kitchen_work_area,,navigate_to_kitchen_island,"[""1484:0""]","[""fetch"",""state_change""]",,ood
238,2,pick_bowl_0,fetch,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
238,3,pick_plate_0,fetch,place_plate,"[""3266:2""]","[""relocate""]",False,ood
239,0,scan_table,,scan_table,"[""5235:0"",""1209:0""]","[""fetch"",""state_change""]",,ood
239,1,check_bowl_presence,state_change,place_bowl,"[""3697:1"",""6464:1""]","[""multi_object_sequence"",""relocate""]",False,ood
239,2,check_plate_presence,state_change,place_plate,"[""3266:2"",""5679:2""]","[""relocate""]",False,ood
239,3,place_bowl_if_needed,relocate,place_bowl,[],[],False,ood
239,4,place_plate_if_needed,relocate,place_plate,[],[],False,ood
240,0,examine_table,,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",,ood
240,1,find_single_dish,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
240,2,supply_missing_dish,,fetch_bowl,"[""2686:0""]","[""fetch"",""state_change""]",,ood
240,3,position_both_dishes,,place_plate_on_kitchen_island,"[""1484:1""]","[""relocate""]",,ood
241,0,check_table_for_bowl,state_change,check_table,"[""1039:0"",""1737:0""]","[""fetch"",""state_change""]",True,ood
241,1,check_table_for_plate,state_change,check_table,"[""2239:0"",""6057:0""]","[""fetch"",""state_change""]",True,ood
241,2,deliver_missing_bowl,relocate,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",False,ood
241,3,deliver_missing_plate,relocate,place_plate,[],[],False,ood
242,0,survey_kitchen_work_area,state_change,navigate_to_kitchen_island,"[""1484:0""]","[""fetch"",""state_change""]",True,ood
242,1,identify_missing_item,,fetch_missing_fruit,"[""1207:1"",""2444:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",,ood
242,2,carry_missing_item_to_table,,move_to_table,"[""1210:1"",""2918:1""]","[""relocate""]",,ood
243,0,check_kitchen_work_area_for_dishes,state_change,place_plate_on_kitchen_island,"[""2240:0"",""1484:1""]","[""fetch"",""relocate"",""state_change""]",True,ood
243,1,check_if_bowl_is_missing,state_change,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
243,2,check_if_plate_is_missing,state_change,set_plate,"[""5528:0"",""2966:0""]","[""fetch"",""state_change""]",True,ood
243,3,get_bowl_from_kitchen_work_area,fetch,place_bowl,[],[],False,ood
243,4,get_plate_from_kitchen_work_area,fetch,place_plate_on_kitchen_island,[],[],False,ood
243,5,place_bowl_on_table,relocate,place_on_table,[],[],False,ood
243,6,place_plate_on_table,relocate,place_on_plate,[],[],False,ood
244,0,survey_kitchen_work_area,state_change,navigate_to_kitchen_island,"[""1484:0""]","[""fetch"",""state_change""]",True,ood
244,1,identify_missing_item,,fetch_missing_fruit,"[""1207:1"",""2444:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",,ood
244,2,carry_missing_item_to_table,,move_to_table,"[""1210:1"",""2918:1""]","[""relocate""]",,ood
245,0,glance_at_table,,inspect_table,"[""1633:0"",""2098:0""]","[""fetch"",""state_change""]",,ood
245,1,confirm_bowl_and_plate,,place_bowl,"[""1488:2"",""2686:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",,ood
245,2,fetch_absent_dish,fetch,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
246,0,check_table_for_bowl_and_plate,state_change,check_table,"[""1502:0"",""1663:0""]","[""fetch"",""state_change""]",True,ood
246,1,if_bowl_missing_get_bowl,fetch,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
246,2,if_plate_missing_get_plate,fetch,set_plate,"[""5528:0"",""2966:0""]","[""fetch"",""state_change""]",True,ood
246,3,place_missing_dish_on_table,relocate,place_plate_on_kitchen_island,[],[],False,ood
247,0,inspect_table,state_change,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",True,ood
247,1,fetch_hidden_dish,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
247,2,place_dish_on_table,relocate,place_on_table,"[""3156:2"",""3173:2""]","[""multi_object_sequence"",""relocate""]",True,ood
248,0,observe_kitchen_work_area,,navigate_to_kitchen_island,"[""1484:0""]","[""fetch"",""state_change""]",,ood
248,1,detect_bowl,,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",,ood
248,2,detect_plate,,set_plate,"[""7118:0"",""911:0""]","[""fetch"",""state_change""]",,ood
248,3,choose_missing_item,,fetch_missing_fruit,"[""1207:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",,ood
248,4,move_to_kitchen_work_area,,move_to_cabinet,[],[],,ood
248,5,pick_missing_item,fetch,fetch_missing_fruit,[],[],False,ood
249,0,glance_at_table,,inspect_table,"[""1633:0"",""2098:0""]","[""fetch"",""state_change""]",,ood
249,1,confirm_one_bowl_and_one_plate,,place_bowl,"[""1488:2"",""2686:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",,ood
249,2,fetch_absent_dish,fetch,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
250,0,survey_kitchen_work_area,state_change,navigate_to_kitchen_island,"[""1484:0""]","[""fetch"",""state_change""]",True,ood
250,1,identify_missing_item,,fetch_missing_fruit,"[""1207:1"",""2444:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",,ood
250,2,carry_missing_item_to_table,,move_to_table,"[""1210:1"",""2918:1""]","[""relocate""]",,ood
251,0,check_table_for_bowl_and_plate,state_change,check_table,"[""1502:0"",""1663:0""]","[""fetch"",""state_change""]",True,ood
251,1,if_bowl_missing_get_bowl,fetch,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
251,2,if_plate_missing_get_plate,fetch,set_plate,"[""5528:0"",""2966:0""]","[""fetch"",""state_change""]",True,ood
251,3,place_missing_dish_on_table,relocate,place_plate_on_kitchen_island,[],[],False,ood
252,0,look_over_table,,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",,ood
252,1,check_bowl_0_location,state_change,place_bowl,"[""1488:2"",""2686:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",False,ood
252,2,check_plate_0_location,state_change,place_plate,"[""1379:0"",""4075:0""]","[""fetch"",""state_change""]",True,ood
252,3,get_missing_item,fetch,fetch_missing_fruit,[],[],False,ood
252,4,place_item_on_table,relocate,place_on_table,[],[],False,ood
253,0,scan_table,,scan_table,"[""5235:0"",""1209:0""]","[""fetch"",""state_change""]",,ood
253,1,check_for_bowl,state_change,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
253,2,check_for_plate,state_change,set_plate,"[""7118:0"",""911:0""]","[""fetch"",""state_change""]",True,ood
253,3,place_bowl_on_table,relocate,place_on_table,[],[],False,ood
253,4,place_plate_on_table,relocate,place_on_plate,[],[],False,ood
254,0,glance_at_table,,inspect_table,"[""1633:0"",""2098:0""]","[""fetch"",""state_change""]",,ood
254,1,confirm_one_bowl_and_one_plate,,place_bowl,"[""2501:1"",""1488:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",,ood
254,2,fetch_absent_dish,fetch,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
255,0,survey_table,state_change,survey_table,"[""1173:0"",""2647:0""]","[""fetch"",""state_change""]",True,ood
255,1,identify_missing_item,,fetch_missing_fruit,"[""1207:1"",""2444:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",,ood
255,2,carry_missing_item_to_table,,move_to_table,"[""1210:1"",""2918:1""]","[""relocate""]",,ood
256,0,survey_table,state_change,survey_table,"[""1173:0"",""2647:0""]","[""fetch"",""state_change""]",True,ood
256,1,identify_missing_item,,fetch_missing_fruit,"[""1207:1"",""2444:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",,ood
256,2,carry_missing_item_to_table,,move_to_table,"[""1210:1"",""2918:1""]","[""relocate""]",,ood
257,0,inspect_table,state_change,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",True,ood
257,1,fetch_bowl_0,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
257,2,place_bowl_0_on_table,relocate,place_bowl,"[""4764:1"",""1488:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",True,ood
257,3,fetch_plate_0,fetch,place_plate,[],[],False,ood
257,4,place_plate_0_on_table,relocate,place_on_plate,[],[],False,ood
258,0,glance_at_table,,inspect_table,"[""1633:0"",""2098:0""]","[""fetch"",""state_change""]",,ood
258,1,confirm_one_bowl_and_one_plate,,place_bowl,"[""2501:1"",""1488:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",,ood
258,2,fetch_absent_dish,fetch,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
259,0,observe_kitchen_work_area,,navigate_to_kitchen_island,"[""1484:0""]","[""fetch"",""state_change""]",,ood
259,1,decide_missing_item,,fetch_missing_fruit,"[""1207:1"",""2444:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",,ood
259,2,fetch_missing_item,fetch,fetch_missing_fruit,[],[],False,ood
260,0,check_table_for_bowl,state_change,check_table,"[""1039:0"",""1737:0""]","[""fetch"",""state_change""]",True,ood
260,1,check_table_for_plate,state_change,check_table,"[""2239:0"",""6057:0""]","[""fetch"",""state_change""]",True,ood
260,2,deliver_missing_bowl,relocate,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",False,ood
260,3,deliver_missing_plate,relocate,place_plate,[],[],False,ood
261,0,check_table_for_bowl_and_plate,state_change,check_table,"[""1039:0"",""1737:0""]","[""fetch"",""state_change""]",True,ood
261,1,check_if_bowl_is_missing,state_change,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
261,2,check_if_plate_is_missing,state_change,set_plate,"[""7118:0"",""911:0""]","[""fetch"",""state_change""]",True,ood
261,3,deliver_missing_bowl,relocate,fetch_bowl,[],[],False,ood
261,4,deliver_missing_plate,relocate,place_plate,[],[],False,ood
262,0,scan_table,,scan_table,"[""5235:0"",""1209:0""]","[""fetch"",""state_change""]",,ood
262,1,check_bowl_presence,state_change,place_bowl,"[""3697:1"",""6464:1""]","[""multi_object_sequence"",""relocate""]",False,ood
262,2,check_plate_presence,state_change,place_plate,"[""3266:2"",""5679:2""]","[""relocate""]",False,ood
262,3,place_bowl_if_needed,relocate,place_bowl,[],[],False,ood
262,4,place_plate_if_needed,relocate,place_plate,[],[],False,ood
263,0,scan_kitchen_work_area,,scan_table,"[""5235:0"",""1209:0""]","[""fetch"",""state_change""]",,ood
263,1,check_for_bowl_0,state_change,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
263,2,check_for_plate_0,state_change,place_plate,"[""3266:2"",""5679:2""]","[""relocate""]",False,ood
263,3,place_bowl_0_if_missing,relocate,place_bowl,[],[],False,ood
263,4,place_plate_0_if_missing,relocate,place_plate,[],[],False,ood
264,0,look_for_bowl_0_on_table,,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",,ood
264,1,look_for_plate_0_on_table,,place_on_plate,"[""5169:2""]","[""relocate""]",,ood
264,2,retrieve_missing_bowl_or_plate,fetch,fetch_bowl,"[""2686:0""]","[""fetch"",""state_change""]",True,ood
265,0,inspect_table,state_change,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",True,ood
265,1,fetch_hidden_dish,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
265,2,place_dish_on_table,relocate,place_on_table,"[""3156:2"",""3173:2""]","[""multi_object_sequence"",""relocate""]",True,ood
266,0,find_non_table_item,fetch,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",True,ood
266,1,move_to_non_table_item,,move_to_table,"[""1210:1"",""2918:1""]","[""relocate""]",,ood
266,2,pick_non_table_item,fetch,move_to_table,"[""3979:1""]","[""relocate""]",False,ood
266,3,move_to_table,,move_to_table,[],[],,ood
266,4,place_non_table_item_on_table,relocate,place_on_table,"[""3156:2""]","[""multi_object_sequence"",""relocate""]",True,ood
267,0,glance_at_table,,inspect_table,"[""1633:0"",""2098:0""]","[""fetch"",""state_change""]",,ood
267,1,confirm_one_bowl_and_one_plate,,place_bowl,"[""2501:1"",""1488:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",,ood
267,2,fetch_absent_dish,fetch,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
268,0,look_over_table,,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",,ood
268,1,check_bowl_0_location,state_change,place_bowl,"[""1488:2"",""2686:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",False,ood
268,2,check_plate_0_location,state_change,place_plate,"[""1379:0"",""4075:0""]","[""fetch"",""state_change""]",True,ood
268,3,get_missing_item,fetch,fetch_missing_fruit,[],[],False,ood
268,4,place_item_on_table,relocate,place_on_table,[],[],False,ood
269,0,scan_table,,scan_table,"[""5235:0"",""1209:0""]","[""fetch"",""state_change""]",,ood
269,1,check_bowl_presence,state_change,place_bowl,"[""3697:1"",""6464:1""]","[""multi_object_sequence"",""relocate""]",False,ood
269,2,check_plate_presence,state_change,place_plate,"[""3266:2"",""5679:2""]","[""relocate""]",False,ood
269,3,place_bowl_if_needed,relocate,place_bowl,[],[],False,ood
269,4,place_plate_if_needed,relocate,place_plate,[],[],False,ood
270,0,inspect_table,state_change,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",True,ood
270,1,fetch_bowl_0,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
270,2,place_bowl_0_on_table,relocate,place_bowl,"[""4764:1"",""1488:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",True,ood
270,3,fetch_plate_0,fetch,place_plate,[],[],False,ood
270,4,place_plate_0_on_table,relocate,place_on_plate,[],[],False,ood
271,0,look_for_bowl_0_on_table,,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",,ood
271,1,look_for_plate_0_on_table,,place_on_plate,"[""5169:2""]","[""relocate""]",,ood
271,2,retrieve_bowl_0_if_missing,fetch,fetch_bowl,"[""2686:0""]","[""fetch"",""state_change""]",True,ood
271,3,retrieve_plate_0_if_missing,fetch,set_plate,"[""5528:0"",""2966:0""]","[""fetch"",""state_change""]",True,ood
272,0,check_table_for_bowl_and_plate,state_change,check_table,"[""1502:0"",""1663:0""]","[""fetch"",""state_change""]",True,ood
272,1,if_bowl_missing_get_bowl,fetch,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
272,2,if_plate_missing_get_plate,fetch,set_plate,"[""5528:0"",""2966:0""]","[""fetch"",""state_change""]",True,ood
272,3,place_missing_dish_on_table,relocate,place_plate_on_kitchen_island,[],[],False,ood
273,0,check_table_for_bowl_0,state_change,check_table,"[""1039:0"",""1737:0""]","[""fetch"",""state_change""]",True,ood
273,1,check_table_for_plate_0,state_change,check_table,"[""2239:0"",""6057:0""]","[""fetch"",""state_change""]",True,ood
273,2,deliver_bowl_0_if_missing,relocate,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",False,ood
273,3,deliver_plate_0_if_missing,relocate,place_plate,[],[],False,ood
274,0,check_table_for_bowl,state_change,check_table,"[""1039:0"",""1737:0""]","[""fetch"",""state_change""]",True,ood
274,1,check_table_for_plate,state_change,check_table,"[""2239:0"",""6057:0""]","[""fetch"",""state_change""]",True,ood
274,2,deliver_missing_bowl,relocate,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",False,ood
274,3,deliver_missing_plate,relocate,place_plate,[],[],False,ood
275,0,observe_table_for_bowl_0,,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",,ood
275,1,observe_table_for_plate_0,,inspect_table,"[""3510:0"",""3156:1""]","[""fetch"",""open_container_then_retrieve"",""relocate"",""state_change""]",,ood
275,2,bring_along_undetected_bowl_or_plate,relocate,place_on_plate,"[""5169:2""]","[""relocate""]",True,ood
276,0,look_for_bowl_0_on_table,,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",,ood
276,1,look_for_plate_0_on_table,,place_on_plate,"[""5169:2""]","[""relocate""]",,ood
276,2,retrieve_bowl_0_if_missing,fetch,fetch_bowl,"[""2686:0""]","[""fetch"",""state_change""]",True,ood
276,3,retrieve_plate_0_if_missing,fetch,set_plate,"[""5528:0"",""2966:0""]","[""fetch"",""state_change""]",True,ood
276,4,place_bowl_0_on_table_if_missing,relocate,place_bowl,[],[],False,ood
276,5,place_plate_0_on_table_if_missing,relocate,place_on_plate,[],[],False,ood
277,0,look_for_bowl_0_on_table,,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",,ood
277,1,look_for_plate_0_on_table,,place_on_plate,"[""5169:2""]","[""relocate""]",,ood
277,2,retrieve_bowl_0_if_missing,fetch,fetch_bowl,"[""2686:0""]","[""fetch"",""state_change""]",True,ood
277,3,retrieve_plate_0_if_missing,fetch,set_plate,"[""5528:0"",""2966:0""]","[""fetch"",""state_change""]",True,ood
278,0,look_for_bowl_0_on_table,,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",,ood
278,1,look_for_plate_0_on_table,,place_on_plate,"[""5169:2""]","[""relocate""]",,ood
278,2,retrieve_bowl_0_if_missing,fetch,fetch_bowl,"[""2686:0""]","[""fetch"",""state_change""]",True,ood
278,3,retrieve_plate_0_if_missing,fetch,set_plate,"[""5528:0"",""2966:0""]","[""fetch"",""state_change""]",True,ood
278,4,place_bowl_0_on_table_if_missing,relocate,place_bowl,[],[],False,ood
278,5,place_plate_0_on_table_if_missing,relocate,place_on_plate,[],[],False,ood
279,0,check_table_for_bowl_and_plate,state_change,check_table,"[""1039:0"",""1737:0""]","[""fetch"",""state_change""]",True,ood
279,1,check_if_bowl_is_missing,state_change,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
279,2,check_if_plate_is_missing,state_change,set_plate,"[""7118:0"",""911:0""]","[""fetch"",""state_change""]",True,ood
279,3,deliver_missing_bowl,relocate,fetch_bowl,[],[],False,ood
279,4,deliver_missing_plate,relocate,place_plate,[],[],False,ood
280,0,scan_table,,scan_table,"[""5235:0"",""1209:0""]","[""fetch"",""state_change""]",,ood
280,1,check_bowl_presence,state_change,place_bowl,"[""3697:1"",""6464:1""]","[""multi_object_sequence"",""relocate""]",False,ood
280,2,check_plate_presence,state_change,place_plate,"[""3266:2"",""5679:2""]","[""relocate""]",False,ood
280,3,place_bowl_if_needed,relocate,place_bowl,[],[],False,ood
280,4,place_plate_if_needed,relocate,place_plate,[],[],False,ood
281,0,inspect_table,state_change,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",True,ood
281,1,fetch_hidden_dish,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
281,2,place_dish_on_table,relocate,place_on_table,"[""3156:2"",""3173:2""]","[""multi_object_sequence"",""relocate""]",True,ood
282,0,scan_table,,scan_table,"[""5235:0"",""1209:0""]","[""fetch"",""state_change""]",,ood
282,1,check_for_bowl,state_change,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
282,2,check_for_plate,state_change,set_plate,"[""7118:0"",""911:0""]","[""fetch"",""state_change""]",True,ood
282,3,place_bowl_on_table,relocate,place_on_table,[],[],False,ood
282,4,place_plate_on_table,relocate,place_on_plate,[],[],False,ood
283,0,examine_table,,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",,ood
283,1,find_single_dish,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
283,2,supply_missing_dish,,fetch_bowl,"[""2686:0""]","[""fetch"",""state_change""]",,ood
283,3,position_both_dishes,,place_plate_on_kitchen_island,"[""1484:1""]","[""relocate""]",,ood
284,0,scan_kitchen_work_area,,scan_table,"[""5235:0"",""1209:0""]","[""fetch"",""state_change""]",,ood
284,1,check_for_bowl_0,state_change,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
284,2,check_for_plate_0,state_change,place_plate,"[""3266:2"",""5679:2""]","[""relocate""]",False,ood
284,3,place_bowl_0_if_missing,relocate,place_bowl,[],[],False,ood
284,4,place_plate_0_if_missing,relocate,place_plate,[],[],False,ood
285,0,scan_table,,scan_table,"[""5235:0"",""1209:0""]","[""fetch"",""state_change""]",,ood
285,1,check_for_bowl,state_change,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
285,2,check_for_plate,state_change,set_plate,"[""7118:0"",""911:0""]","[""fetch"",""state_change""]",True,ood
285,3,place_bowl_on_table,relocate,place_on_table,[],[],False,ood
285,4,place_plate_on_table,relocate,place_on_plate,[],[],False,ood
286,0,examine_kitchen_work_area,,navigate_to_kitchen_island,"[""1484:0""]","[""fetch"",""state_change""]",,ood
286,1,find_single_dish,fetch,fetch_bowl,"[""4764:0"",""1488:0""]","[""fetch"",""state_change""]",True,ood
286,2,supply_missing_dish,,fetch_bowl,"[""2686:0""]","[""fetch"",""state_change""]",,ood
287,0,scan_table,,scan_table,"[""5235:0"",""1209:0""]","[""fetch"",""state_change""]",,ood
287,1,check_bowl_presence,state_change,place_bowl,"[""3697:1"",""6464:1""]","[""multi_object_sequence"",""relocate""]",False,ood
287,2,check_plate_presence,state_change,place_plate,"[""3266:2"",""5679:2""]","[""relocate""]",False,ood
287,3,place_bowl_if_needed,relocate,place_bowl,[],[],False,ood
287,4,place_plate_if_needed,relocate,place_plate,[],[],False,ood
288,0,check_table_for_bowl_and_plate,state_change,check_table,"[""1039:0"",""1737:0""]","[""fetch"",""state_change""]",True,ood
288,1,check_if_bowl_is_missing,state_change,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
288,2,check_if_plate_is_missing,state_change,set_plate,"[""7118:0"",""911:0""]","[""fetch"",""state_change""]",True,ood
288,3,deliver_missing_bowl,relocate,fetch_bowl,[],[],False,ood
288,4,deliver_missing_plate,relocate,place_plate,[],[],False,ood
289,0,check_table_for_bowl_and_plate,state_change,check_table,"[""1502:0"",""1663:0""]","[""fetch"",""state_change""]",True,ood
289,1,if_bowl_missing_get_bowl,fetch,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
289,2,if_plate_missing_get_plate,fetch,set_plate,"[""5528:0"",""2966:0""]","[""fetch"",""state_change""]",True,ood
289,3,place_missing_dish_on_table,relocate,place_plate_on_kitchen_island,[],[],False,ood
290,0,find_non_resting_bowl_or_plate,fetch,place_bowl,"[""4764:1"",""1488:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",True,ood
290,1,move_to_non_resting_bowl_or_plate,,place_on_plate,"[""5169:2""]","[""relocate""]",,ood
290,2,pick_non_resting_bowl_or_plate,fetch,place_on_plate,[],[],False,ood
290,3,move_to_kitchen_work_area,,move_to_cabinet,"[""3800:0"",""2775:1""]","[""fetch"",""state_change""]",,ood
290,4,place_non_resting_bowl_or_plate,relocate,place_on_plate,[],[],False,ood
291,0,survey_table,state_change,survey_table,"[""1173:0"",""2647:0""]","[""fetch"",""state_change""]",True,ood
291,1,identify_missing_item,,fetch_missing_fruit,"[""1207:1"",""2444:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",,ood
291,2,carry_missing_item_to_table,,move_to_table,"[""1210:1"",""2918:1""]","[""relocate""]",,ood
292,0,survey_kitchen_work_area,state_change,navigate_to_kitchen_island,"[""1484:0""]","[""fetch"",""state_change""]",True,ood
292,1,identify_missing_item,,fetch_missing_fruit,"[""1207:1"",""2444:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",,ood
292,2,carry_missing_item_to_table,,move_to_table,"[""1210:1"",""2918:1""]","[""relocate""]",,ood
293,0,observe_table,,inspect_table,"[""1700:0"",""1958:0""]","[""fetch"",""state_change""]",,ood
293,1,observe_kitchen_work_area,,navigate_to_kitchen_island,"[""1484:0""]","[""fetch"",""state_change""]",,ood
293,2,pick_bowl_0,fetch,fetch_bowl,"[""1488:0"",""2686:0""]","[""fetch"",""state_change""]",True,ood
